,id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
21038,53582406,https://www.airbnb.com/rooms/53582406,20241104040953,2024-11-04,previous scrape,Spacious Studio in Tribeca,"Close to WTC, Battery Park City, City Hall - a true gem in Tribeca with easy access to public transportation and great amenities in the building.  Nearby subway lines are A,C,E, 1,2,3 at Chambers St., NQR at Cortland St. and 4,5,6 at Fulton St. There are two rooftops, an outdoor basketball court, a lounge area, and Equinox Tribeca inside the building. Full kitchen including Dishwasher, Oven, and Microwave in unit. Washer, dryer on each floor.",,https://a0.muscache.com/pictures/miso/Hosting-53582406/original/e58e088e-7c7c-41ce-9564-e8e1e98d50d2.jpeg,24071322,https://www.airbnb.com/users/show/24071322,Michael,2014-11-23,"New York, NY",Young professional currently residing in New York.  Recent obsessions are surfing and freediving. ,,,,f,https://a0.muscache.com/im/pictures/user/b4003596-1955-4836-aadd-ceacaa4492d2.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/b4003596-1955-4836-aadd-ceacaa4492d2.jpg?aki_policy=profile_x_medium,,1.0,1.0,"['email', 'phone']",t,t,,Tribeca,Manhattan,40.71284,-74.01115,Entire rental unit,Entire home/apt,2,,1 bath,1.0,,"[""Gas stove"", ""Smoke alarm"", ""Fast wifi \u2013 238 Mbps"", ""Paid washer \u2013 In building"", ""Paid dryer \u2013 In building"", ""Extra pillows and blankets"", ""TV with Chromecast"", ""Hair dryer"", ""Shower gel"", ""Body soap"", ""Heating"", ""Dishes and silverware"", ""Microwave"", ""Dedicated workspace"", ""Hot water"", ""Hot water kettle"", ""Refrigerator"", ""Central air conditioning"", ""Shampoo"", ""Bathtub"", ""Cooking basics"", ""Essentials"", ""Hangers"", ""Outdoor dining area"", ""Rice maker"", ""Coffee maker: Nespresso"", ""Kitchen"", ""Stainless steel oven""]",,30,365,30.0,30.0,365.0,365.0,30.0,365.0,,t,0,0,0,0,2024-11-04,12,0,0,2023-01-02,2023-08-13,4.75,5.0,4.83,4.58,5.0,4.92,4.75,,f,1,1,0,0,0.53
21360,53981239,https://www.airbnb.com/rooms/53981239,20241104040953,2024-11-04,previous scrape,"Spacious, well-located 2-bedroom in Bushwick","Spacious, light-filled apartment for up to five people in the middle of Bushwick! Surrounded by restaurants and bars, minutes away from the L and M trains, this is a prime location for exploring the culture and excitement that Brooklyn and the rest of New York City have to offer. <br /><br />The apartment is on the top (third) floor of a small, 100+ year-old building. The unit has two beds, one full, one queen-size. There’s a small couch and an optional queen-size air mattress available upon request.",,https://a0.muscache.com/pictures/miso/Hosting-53981239/original/deefd0c5-4c2e-449f-9163-c20920ec2fc8.jpeg,21772781,https://www.airbnb.com/users/show/21772781,Edward,2014-09-25,"New York, NY",NYC native artist. I love Brooklyn and you will too! I'm happy to show you around a bit ;),,,,f,https://a0.muscache.com/im/pictures/user/b5cd04b7-b932-4752-ac25-347be379a34f.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/b5cd04b7-b932-4752-ac25-347be379a34f.jpg?aki_policy=profile_x_medium,Bushwick,2.0,2.0,"['email', 'phone']",t,t,,Bushwick,Brooklyn,40.70084,-73.91525,Entire rental unit,Entire home/apt,5,,1 bath,2.0,,"[""Smoke alarm"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Lockbox"", ""Dedicated workspace"", ""Self check-in"", ""Wifi""]",,30,365,30.0,30.0,365.0,365.0,30.0,365.0,,t,0,0,0,0,2024-11-04,19,0,0,2022-01-17,2022-08-01,4.63,4.58,4.37,4.89,4.95,4.89,4.58,,f,2,2,0,0,0.56
21478,54163894,https://www.airbnb.com/rooms/54163894,20241104040953,2024-11-04,city scrape,large room in shared apartment in Williamsburg,"Located in prime Williamsburg, close to the Bedford L and Marcy JMZ subway lines, this very large room is the perfect place to relax after a day around NYC. This is one room in a 2 bedroom apartment, shared with my lovely housemate who also lives in the apartment.<br /><br />**Please note this is a shared space with the host and the host will be present in the unit with guests**",,https://a0.muscache.com/pictures/f3263cd0-09fd-4228-9464-7efa4d06d2cf.jpg,86892036,https://www.airbnb.com/users/show/86892036,Michael,2016-07-30,"New York, NY",,within a day,100%,80%,f,https://a0.muscache.com/im/pictures/user/645dd062-9fbe-497d-8ce3-ab7b4416cfb9.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/645dd062-9fbe-497d-8ce3-ab7b4416cfb9.jpg?aki_policy=profile_x_medium,Williamsburg,1.0,2.0,"['email', 'phone']",t,t,,Williamsburg,Brooklyn,40.71199,-73.95691,Private room in rental unit,Private room,1,1.0,1 shared bath,1.0,1.0,"[""Fire extinguisher"", ""Smoke alarm"", ""Stove"", ""Air conditioning"", ""Portable heater"", ""Wifi"", ""Shower gel"", ""Blender"", ""Body soap"", ""TV"", ""Dishes and silverware"", ""Microwave"", ""Carbon monoxide alarm"", ""Bed linens"", ""Hot water"", ""Coffee maker"", ""Hot water kettle"", ""Refrigerator"", ""Room-darkening shades"", ""Bathtub"", ""Radiant heating"", ""Cooking basics"", ""Elevator"", ""Laundromat nearby"", ""Essentials"", ""Kitchen"", ""Toaster"", ""Oven""]",$129.00,6,35,6.0,6.0,35.0,35.0,6.0,35.0,,t,0,12,12,12,2024-11-04,12,1,1,2022-01-26,2024-10-08,4.5,4.75,4.0,4.67,4.83,4.58,4.5,OSE-STRREG-0002065,f,1,0,1,0,0.36
21513,54210998,https://www.airbnb.com/rooms/54210998,20241104040953,2024-11-04,city scrape,Sunny New Brownstone Patio 1BR Home-Office W/D,"Welcome to a newly renovated unique floor-through Brownstone apartment (2nd floor) with a private patio and premium home-office. Experience your very own piece of historic Brooklyn in a 1905 Brownstone in a vibrant neighborhood – Newly renovated with modern amenities, while keeping its historical charm intact. The space is technically a massive sun-drenched (10' ceiling) studio & takes up the entire 2nd floor of a 4 level Brownstone (top floors long-term tenants, floor below short-term tenant).",,https://a0.muscache.com/pictures/miso/Hosting-54210998/original/0bf1fcf8-9244-47a6-a565-f0d037aca226.jpeg,364495516,https://www.airbnb.com/users/show/364495516,Edward,2020-08-26,,,within an hour,100%,97%,t,https://a0.muscache.com/im/pictures/user/c42a5cb8-6239-4cc5-8a7d-9cf44c5739ed.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/c42a5cb8-6239-4cc5-8a7d-9cf44c5739ed.jpg?aki_policy=profile_x_medium,Bedford-Stuyvesant,3.0,4.0,['phone'],t,t,,Bedford-Stuyvesant,Brooklyn,40.68266,-73.94237,Entire townhouse,Entire home/apt,3,1.0,1 bath,1.0,2.0,"[""Fire extinguisher"", ""Board games"", ""Sound system"", ""Smoke alarm"", ""Stove"", ""Private patio or balcony"", ""BBQ grill"", ""Free washer \u2013 In unit"", ""AC - split type ductless system"", ""Pets allowed"", ""Self check-in"", ""Wifi"", ""Hair dryer"", ""Free street parking"", ""Body soap"", ""TV"", ""Books and reading material"", ""Heating"", ""Dishes and silverware"", ""Long term stays allowed"", ""Conditioner"", ""Safe"", ""Carbon monoxide alarm"", ""Bed linens"", ""Dedicated workspace"", ""Drying rack for clothing"", ""Iron"", ""Free parking on premises"", ""Hot water"", ""Cleaning products"", ""Clothing storage"", ""Coffee maker"", ""Hot water kettle"", ""Refrigerator"", ""Room-darkening shades"", ""Barbecue utensils"", ""Coffee"", ""Lockbox"", ""Private entrance"", ""Shampoo"", ""Dishwasher"", ""Luggage dropoff allowed"", ""Cooking basics"", ""Essentials"", ""Exterior security cameras on property"", ""Dining table"", ""Game console"", ""Hangers"", ""First aid kit"", ""Freezer"", ""Outdoor dining area"", ""Crib"", ""Kitchen"", ""Toaster"", ""Oven"", ""Free dryer \u2013 In unit"", ""Outdoor furniture""]",$195.00,30,200,30.0,30.0,1125.0,1125.0,30.0,1125.0,,t,26,56,86,176,2024-11-04,26,3,1,2022-01-17,2024-10-08,4.77,4.85,4.58,4.92,4.88,4.69,4.62,,t,3,3,0,0,0.76
21529,54242006,https://www.airbnb.com/rooms/54242006,20241104040953,2024-11-04,city scrape,Two Bed * Washer Dryer Steps to Central Park,"Stay steps to Central Park on Manhattan & Upper East Side in this tow bed. Fourth floor of a traditional NYC walk-up apartment building.<br /><br />1 queen and  1 Double Bed<br />Full Size Kitchen<br />Well maintained building<br />Good Natural Light<br />Near Central Park<br /><br />Neighborhood Features: This unit is just a short distance from Equinox, The Penrose, 1742 Wine Bar, The Milton, Whole Foods Citarella Gourmet Market, 92nd Street Y, Naruto Ramen, Shake Shack, Sephora, Ulta, Morton Williams & other grocery options.","Neighborhood Features: This unit is just a short distance from Equinox, The Penrose, 1742 Wine Bar, The Milton, Whole Foods Citarella Gourmet Market, 92nd Street Y, Naruto Ramen, Shake Shack, Sephora, Ulta, Morton Williams & other grocery options.",https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6NTQyNDIwMDY%3D/original/2c27f6b5-7c9b-4206-90fc-c4a019659f81.jpeg,424296351,https://www.airbnb.com/users/show/424296351,Michael,2021-09-23,,"Greetings and welcome, 

I'm Michael, the owner of Furnished Habitat. 

We offer exquisitely furnished apartments in prime neighborhoods across the USA and Colombia, designed for utmost comfort and convenience. Our international team is committed to providing exceptional hospitality that guarantees a memorable stay. 

Book today, and let us positively impact your journey!",within a few hours,83%,72%,f,https://a0.muscache.com/im/pictures/user/1bff0052-7eb2-4c26-8fee-e9454c6eb48c.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/1bff0052-7eb2-4c26-8fee-e9454c6eb48c.jpg?aki_policy=profile_x_medium,Coral Way,101.0,167.0,"['email', 'phone']",t,t,Neighborhood highlights,Upper East Side,Manhattan,40.78069,-73.94757,Entire rental unit,Entire home/apt,4,1.0,1 bath,2.0,2.0,"[""Smoke alarm"", ""Stove"", ""Air conditioning"", ""Pets allowed"", ""Self check-in"", ""Wifi"", ""Hair dryer"", ""TV"", ""Dishes and silverware"", ""Long term stays allowed"", ""Microwave"", ""Carbon monoxide alarm"", ""Bed linens"", ""Dedicated workspace"", ""Iron"", ""Hot water"", ""Coffee maker"", ""Lockbox"", ""Bathtub"", ""Radiant heating"", ""Cooking basics"", ""Essentials"", ""Hangers"", "". refrigerator"", ""Kitchen"", ""Oven""]",$147.00,30,365,30.0,30.0,365.0,365.0,30.0,365.0,,t,27,57,87,362,2024-11-04,1,0,0,2022-07-31,2022-07-31,4.0,5.0,3.0,5.0,4.0,5.0,4.0,,f,82,81,1,0,0.04
21576,54318921,https://www.airbnb.com/rooms/54318921,20241104040953,2024-11-04,city scrape,Private Room in East Village (Master),"My place is close to Katz's, Tompkins Square Park, Please Don't Tell, Landmark Sunshine Cinema. You’ll love my place because of the location. My place is good for couples, solo adventurers, and business travelers.<br /><br />Free Street Parking (MUST PAY ATTENTION TO SIGNS) around the apartment!<br /><br />I am usually traveling in some other city but will respond via text or Airbnb app.<br /><br />To protect my valuables at the apartment, there may be a security camera on premises that may or may not be actively recording.","Quiet safe neighborhood, with a focus on different cuisines. Great food from all over the world within steps of the apartment. You'll love it here.",https://a0.muscache.com/pictures/miso/Hosting-54318921/original/3e42e2b8-9450-4acd-9bb8-4484ab4108fa.png,440148941,https://www.airbnb.com/users/show/440148941,Anna,2022-01-12,"San Francisco, CA","Entrepreneur, Ironman, Stanford University Graduate, & Generally Hyper Korean American Chick

Paraguay (born) -> ATL -> SF Bay Area (college) -> LA (work) -> DC (several months) -> ATL (company stuff) -> SF Bay Area -> NYC & SF (bicoastal)

You can simply search for a ""Anna Cho Stanford"" in linkedin or FB (I'm not super into social media but I'm there).",within a day,95%,96%,t,https://a0.muscache.com/im/pictures/user/e2a0062f-418b-4654-b5b8-ebf74efe05a9.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/e2a0062f-418b-4654-b5b8-ebf74efe05a9.jpg?aki_policy=profile_x_medium,,3.0,7.0,"['email', 'phone']",t,t,Neighborhood highlights,East Village,Manhattan,40.72334,-73.98159,Private room in rental unit,Private room,1,1.0,1 shared bath,1.0,1.0,"[""Lock on bedroom door"", ""Smoke alarm"", ""Stove"", ""Air conditioning"", ""Portable heater"", ""Shared patio or balcony"", ""Paid washer \u2013 In building"", ""Paid dryer \u2013 In building"", ""Self check-in"", ""Wifi"", ""Hair dryer"", ""Central heating"", ""Free street parking"", ""Body soap"", ""Dishes and silverware"", ""Long term stays allowed"", ""Microwave"", ""Conditioner"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Hot water"", ""Cleaning products"", ""Refrigerator"", ""Lockbox"", ""Shampoo"", ""Dishwasher"", ""Luggage dropoff allowed"", ""Cooking basics"", ""Laundromat nearby"", ""Essentials"", ""Exterior security cameras on property"", ""Hangers"", ""Freezer"", ""Kitchen"", ""Oven""]",$75.00,30,365,30.0,30.0,1125.0,1125.0,30.0,1125.0,,t,0,0,8,283,2024-11-04,1,0,0,2023-06-02,2023-06-02,4.0,4.0,5.0,5.0,5.0,3.0,4.0,,f,3,0,3,0,0.06
21585,54341162,https://www.airbnb.com/rooms/54341162,20241104040953,2024-11-04,city scrape,Private Room 2 in East Village (Large Window),"My place is close to Katz's, Tompkins Square Park, Please Don't Tell, Landmark Sunshine Cinema. You’ll love my place because of the location. My place is good for couples, solo adventurers, and business travelers.<br /><br />Free Street Parking (MUST PAY ATTENTION TO SIGNS) around the apartment!<br /><br />I am usually traveling in some other city but will respond via text or Airbnb app.<br /><br />To protect my valuables at the apartment, there may be a security camera on premises that may or may not be actively recording.","Quiet safe neighborhood, with a focus on different cuisines. Great food from all over the world within steps of the apartment. You'll love it here.",https://a0.muscache.com/pictures/miso/Hosting-54341162/original/c2fd4455-106a-4c11-9819-5159e6d5dfd1.jpeg,440148941,https://www.airbnb.com/users/show/440148941,Anna,2022-01-12,"San Francisco, CA","Entrepreneur, Ironman, Stanford University Graduate, & Generally Hyper Korean American Chick

Paraguay (born) -> ATL -> SF Bay Area (college) -> LA (work) -> DC (several months) -> ATL (company stuff) -> SF Bay Area -> NYC & SF (bicoastal)

You can simply search for a ""Anna Cho Stanford"" in linkedin or FB (I'm not super into social media but I'm there).",within a day,95%,96%,t,https://a0.muscache.com/im/pictures/user/e2a0062f-418b-4654-b5b8-ebf74efe05a9.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/e2a0062f-418b-4654-b5b8-ebf74efe05a9.jpg?aki_policy=profile_x_medium,,3.0,7.0,"['email', 'phone']",t,t,Neighborhood highlights,East Village,Manhattan,40.72308,-73.98148,Private room in rental unit,Private room,1,1.0,1 shared bath,1.0,1.0,"[""Lock on bedroom door"", ""Smoke alarm"", ""Stove"", ""Air conditioning"", ""Shared patio or balcony"", ""Paid washer \u2013 In building"", ""Paid dryer \u2013 In building"", ""Self check-in"", ""Wifi"", ""Hair dryer"", ""Free street parking"", ""Body soap"", ""Heating"", ""Dishes and silverware"", ""Long term stays allowed"", ""Microwave"", ""Conditioner"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Hot water"", ""Cleaning products"", ""Refrigerator"", ""Lockbox"", ""Shampoo"", ""Dishwasher"", ""Luggage dropoff allowed"", ""Cooking basics"", ""Laundromat nearby"", ""Essentials"", ""Exterior security cameras on property"", ""Hangers"", ""Freezer"", ""Kitchen"", ""Oven""]",$70.00,30,365,30.0,30.0,365.0,365.0,30.0,365.0,,t,0,2,32,307,2024-11-04,1,0,0,2022-08-07,2022-08-07,4.0,3.0,5.0,4.0,5.0,2.0,4.0,,f,3,0,3,0,0.04
21587,54342792,https://www.airbnb.com/rooms/54342792,20241104040953,2024-11-04,city scrape,Private Room 1 in East Village (Small Window),"My place is close to Katz's, Tompkins Square Park, Please Don't Tell, Landmark Sunshine Cinema. You’ll love my place because of the location. My place is good for couples, solo adventurers, and business travelers.<br /><br />Free Street Parking (MUST PAY ATTENTION TO SIGNS) around the apartment!<br /><br />I am usually traveling in some other city but will respond via text or Airbnb app.<br /><br />To protect my valuables at the apartment, there may be a security camera on premises that may or may not be actively recording.","Quiet safe neighborhood, with a focus on different cuisines. Great food from all over the world within steps of the apartment. You'll love it here.",https://a0.muscache.com/pictures/miso/Hosting-54342792/original/7722e53a-5cba-4708-8904-67187b168bc3.jpeg,440148941,https://www.airbnb.com/users/show/440148941,Anna,2022-01-12,"San Francisco, CA","Entrepreneur, Ironman, Stanford University Graduate, & Generally Hyper Korean American Chick

Paraguay (born) -> ATL -> SF Bay Area (college) -> LA (work) -> DC (several months) -> ATL (company stuff) -> SF Bay Area -> NYC & SF (bicoastal)

You can simply search for a ""Anna Cho Stanford"" in linkedin or FB (I'm not super into social media but I'm there).",within a day,95%,96%,t,https://a0.muscache.com/im/pictures/user/e2a0062f-418b-4654-b5b8-ebf74efe05a9.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/e2a0062f-418b-4654-b5b8-ebf74efe05a9.jpg?aki_policy=profile_x_medium,,3.0,7.0,"['email', 'phone']",t,t,Neighborhood highlights,East Village,Manhattan,40.72179,-73.98115,Private room in rental unit,Private room,1,1.0,1 shared bath,1.0,1.0,"[""Lock on bedroom door"", ""Smoke alarm"", ""Stove"", ""Air conditioning"", ""Shared patio or balcony"", ""Paid washer \u2013 In building"", ""Paid dryer \u2013 In building"", ""Self check-in"", ""Wifi"", ""Hair dryer"", ""Free street parking"", ""Body soap"", ""Heating"", ""Dishes and silverware"", ""Long term stays allowed"", ""Microwave"", ""Conditioner"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Hot water"", ""Cleaning products"", ""Refrigerator"", ""Lockbox"", ""Shampoo"", ""Dishwasher"", ""Luggage dropoff allowed"", ""Cooking basics"", ""Laundromat nearby"", ""Essentials"", ""Exterior security cameras on property"", ""Hangers"", ""Freezer"", ""Kitchen"", ""Oven""]",$68.00,30,365,30.0,30.0,365.0,365.0,30.0,365.0,,t,4,7,13,288,2024-11-04,3,1,0,2022-12-21,2024-01-03,5.0,5.0,5.0,4.33,4.33,4.67,5.0,,t,3,0,3,0,0.13
21667,544401457419857074,https://www.airbnb.com/rooms/544401457419857074,20241104040953,2024-11-04,city scrape,Imperial Midtown Studios 728,"Our apartment is located in the center of Manhattan Midtown near Herald Square at the corner of 31st street & Broadway. Walking distance to everything, major subway lines & Penn Stations just steps away. Fully furnished apartment with your own Kitchen/Bathroom with 24-hour doorman/elevator/laundry room. We are located inside the beautiful historic national landmark building designed by Architect Henry Engelbert in the Second Empire style!","We are located inside this beautiful national landmark, the former Grand Hotel. This is a very central location where you can walk to most major tourist locations. Conveniently located near subway. Only a few minutes walk to major landmarks in Midtown including Times Square, Empire State Building, Macy’s the world’s’ largest department store, Madison Square Garden, Radio City Music Hall, Bryant Park, Grand Central, High Line Park, Museum of Modern Arts (MOMA) and lots of restaurant options around.",https://a0.muscache.com/pictures/dd1cec6b-f3fb-4860-b27a-0e6dea593b1b.jpg,433145666,https://www.airbnb.com/users/show/433145666,Anna,2021-11-23,"New York, NY","We are delighted to accommodate you during your stay. We are passionate about providing the finest possible service, and we are providing accommodations within a very residential setting - whether for vacation, business or extended stay.
",within an hour,100%,98%,t,https://a0.muscache.com/im/pictures/user/2f102d2d-6d8b-4f3d-8025-35140fdec6a7.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/2f102d2d-6d8b-4f3d-8025-35140fdec6a7.jpg?aki_policy=profile_x_medium,,5.0,5.0,"['email', 'phone']",t,t,Neighborhood highlights,Midtown,Manhattan,40.74817,-73.98881,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,2.0,"[""Fire extinguisher"", ""Smoke alarm"", ""Coffee maker: drip coffee maker"", ""Air conditioning"", ""Trash compactor"", ""Paid washer \u2013 In building"", ""Paid dryer \u2013 In building"", ""Self check-in"", ""Wifi"", ""Hair dryer"", ""Central heating"", ""Shower gel"", ""Building staff"", ""Dishes and silverware"", ""Long term stays allowed"", ""Microwave"", ""Conditioner"", ""Safe"", ""Bed linens"", ""Portable fans"", ""Iron"", ""Hot water"", ""Hot water kettle"", ""Refrigerator"", ""Electric stove"", ""Wine glasses"", ""40 inch HDTV with Netflix, Roku"", ""Shampoo"", ""Bathtub"", ""Luggage dropoff allowed"", ""Cooking basics"", ""Elevator"", ""Essentials"", ""Dining table"", ""Hangers"", ""Kitchen"", ""Shampoo, Conditioner,  Bodywash body soap"", ""Toaster""]",$256.00,1,365,1.0,8.0,1125.0,1125.0,1.4,1125.0,,t,20,42,72,162,2024-11-04,158,48,1,2022-02-17,2024-10-13,4.88,4.89,4.89,4.9,4.96,4.92,4.73,Exempt,f,5,3,2,0,4.78
21707,548618432625308411,https://www.airbnb.com/rooms/548618432625308411,20241104040953,2024-11-04,city scrape,Beautifully Designed 2-Bed in Bed-Stuy,"Conveniently located in Bedford-Stuyvesant, this comfortable, clean, and modern apartment is in a residential Brooklyn neighborhood. The calm and updated vibes will welcome you to stay, while walkable subways/Ubers will draw you to all that Brooklyn and greater NYC have to offer.","If you’re looking at this listing, you probably already know Brooklyn is a great place. This neighborhood is nice because it is located in the Ocean Hill portion of Bedford-Stuyvesant, so it has tons of history behind it. It’s very easy to walk to Fulton Street or Broadway (in Brooklyn) for the C or the J NYC subway trains. The apartment is situated on a street with plenty of trees. It’s good Brooklyn living, with the bodega across the street and ethnic eats nearby. Although you’ll feel a sense of urban density knowing you can walk to some stores/restaurants or take a subway/Uber to all of New York City, this is not a congested downtown block with wall-to-wall retail shops.",https://a0.muscache.com/pictures/d99e08dd-f00a-4481-8576-3ea1414b04b4.jpg,20223894,https://www.airbnb.com/users/show/20223894,Michael,2014-08-18,"New York, NY","Hi! I am a mature financial professional in New York City. Interests include getting plenty of exercise and spending time with family and friends, hopefully over a good meal. I am a very neat and clean person that respects my home and will do the same for yours! ",within an hour,100%,50%,f,https://a0.muscache.com/im/pictures/user/b126888b-8480-40d9-bac6-68dd73bb24f6.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/b126888b-8480-40d9-bac6-68dd73bb24f6.jpg?aki_policy=profile_x_medium,Ocean Hill,1.0,1.0,"['email', 'phone']",t,t,Neighborhood highlights,Bedford-Stuyvesant,Brooklyn,40.68051,-73.91741,Entire rental unit,Entire home/apt,3,1.0,1 bath,2.0,2.0,"[""Fire extinguisher"", ""Smoke alarm"", ""Coffee maker: drip coffee maker"", ""Ginger Lilly Farms shampoo"", ""Ginger Lilly Farms conditioner"", ""Shared patio or balcony"", ""AC - split type ductless system"", ""Extra pillows and blankets"", ""Ginger Lilly Farms body soap"", ""Self check-in"", ""Hair dryer"", ""Shower gel"", ""Central heating"", ""Free street parking"", ""50 inch HDTV with Roku"", ""Dishes and silverware"", ""Long term stays allowed"", ""Microwave"", ""Fast wifi \u2013 156 Mbps"", ""Carbon monoxide alarm"", ""Bed linens"", ""Baking sheet"", ""Portable fans"", ""Dedicated workspace"", ""Iron"", ""Hot water"", ""Cleaning products"", ""Hot water kettle"", ""Room-darkening shades"", ""Ethernet connection"", ""Noise decibel monitors on property"", ""Private entrance"", ""GE single oven"", ""Bathtub"", ""Dishwasher"", ""Smart lock"", ""Cooking basics"", ""Laundromat nearby"", ""Essentials"", ""Exterior security cameras on property"", ""Dining table"", ""Hangers"", ""Freezer"", ""Frigidaire refrigerator"", ""Kitchen"", ""GE electric stove"", ""Toaster"", ""Clothing storage: closet"", ""Outdoor furniture""]",$110.00,30,120,30.0,30.0,120.0,120.0,30.0,120.0,,t,0,0,0,38,2024-11-04,16,2,0,2022-02-25,2024-04-24,4.94,4.88,5.0,5.0,5.0,4.63,4.88,,f,1,1,0,0,0.49
